rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
1473.35,2020,1,2020H1,1,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",All property types,All bedrooms,,True,True,False
1088.05,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,All property types,All bedrooms,,False,False,True
1238.48,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,All property types,All bedrooms,,False,True,False
972.94,2020,1,2020H1,1,Galway,Connacht,Athenry,"Athenry, Galway",All property types,All bedrooms,,False,False,False
740.66,2020,1,2020H1,1,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",All property types,All bedrooms,,False,False,False
1113.57,2020,1,2020H1,1,Galway,Connacht,Ballybane,"Ballybane, Galway",All property types,All bedrooms,,False,False,False
1232.06,2020,1,2020H1,1,Galway,Connacht,Ballybrit,"Ballybrit, Galway",All property types,All bedrooms,,False,False,False
1323.22,2020,1,2020H1,1,Galway,Connacht,Barna,"Barna, Galway",All property types,All bedrooms,,False,False,False
1241.12,2020,1,2020H1,1,Galway,Connacht,Bohermore,"Bohermore, Galway",All property types,All bedrooms,,False,False,False
1043.76,2020,1,2020H1,1,Clare,Munster,Claregalway,"Claregalway, Galway",All property types,All bedrooms,,False,False,False
689.53,2020,1,2020H1,1,Galway,Connacht,Clifden,"Clifden, Galway",All property types,All bedrooms,,False,False,False
1125.03,2020,1,2020H1,1,Galway,Connacht,Doughiska,"Doughiska, Galway",All property types,All bedrooms,,False,False,False
817.89,2020,1,2020H1,1,Galway,Connacht,Gort,"Gort, Galway",All property types,All bedrooms,,False,False,False
1096.11,2020,1,2020H1,1,Galway,Connacht,Headford,"Headford, Galway",All property types,All bedrooms,,False,False,False
1196.64,2020,1,2020H1,1,Galway,Connacht,Knocknacarra,"Knocknacarra, Galway",All property types,All bedrooms,,False,False,False
865.24,2020,1,2020H1,1,Galway,Connacht,Loughrea,"Loughrea, Galway",All property types,All bedrooms,,False,False,False
1081.51,2020,1,2020H1,1,Galway,Connacht,Moycullen,"Moycullen, Galway",All property types,All bedrooms,,False,False,False
1206.36,2020,1,2020H1,1,Galway,Connacht,Newcastle,"Newcastle, Galway",All property types,All bedrooms,,False,False,False
1077.6,2020,1,2020H1,1,Galway,Connacht,Oranmore,"Oranmore, Galway",All property types,All bedrooms,,False,False,False
888.47,2020,1,2020H1,1,Galway,Connacht,Oughterard,"Oughterard, Galway",All property types,All bedrooms,,False,False,False
649.5,2020,1,2020H1,1,Galway,Connacht,Portumna,"Portumna, Galway",All property types,All bedrooms,,False,False,False
1162.98,2020,1,2020H1,1,Galway,Connacht,Rahoon,"Rahoon, Galway",All property types,All bedrooms,,False,False,False
1201.16,2020,1,2020H1,1,Galway,Connacht,Renmore,"Renmore, Galway",All property types,All bedrooms,,False,False,False
1291.14,2020,1,2020H1,1,Galway,Connacht,Roscam,"Roscam, Galway",All property types,All bedrooms,,False,False,False
1244.98,2020,1,2020H1,1,Galway,Connacht,Salthill,"Salthill, Galway",All property types,All bedrooms,,False,False,False
863.65,2020,1,2020H1,1,Galway,Connacht,Tuam,"Tuam, Galway",All property types,All bedrooms,,False,False,False
763.12,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,All property types,All bedrooms,,False,False,True
655.19,2020,1,2020H1,1,Kerry,Munster,Castleisland,"Castleisland, Kerry",All property types,All bedrooms,,False,False,False
712.04,2020,1,2020H1,1,Kerry,Munster,Dingle,"Dingle, Kerry",All property types,All bedrooms,,False,False,False
740.36,2020,1,2020H1,1,Kerry,Munster,Kenmare,"Kenmare, Kerry",All property types,All bedrooms,,False,False,False
923.74,2020,1,2020H1,1,Kerry,Munster,Killarney,"Killarney, Kerry",All property types,All bedrooms,,False,False,False
708.82,2020,1,2020H1,1,Kerry,Munster,Killorglin,"Killorglin, Kerry",All property types,All bedrooms,,False,False,False
625.1,2020,1,2020H1,1,Kerry,Munster,Listowel,"Listowel, Kerry",All property types,All bedrooms,,False,False,False
746.06,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",All property types,All bedrooms,,False,False,False
1278.33,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,All property types,All bedrooms,,False,False,True
1067.46,2020,1,2020H1,1,Kildare,Leinster,Kildare Town,Kildare Town,All property types,All bedrooms,,False,False,False
946.3,2020,1,2020H1,1,Kildare,Leinster,Athy,"Athy, Kildare",All property types,All bedrooms,,False,False,False
1003.81,2020,1,2020H1,1,Kildare,Leinster,Castledermot,"Castledermot, Kildare",All property types,All bedrooms,,False,False,False
1359.8,2020,1,2020H1,1,Kildare,Leinster,Celbridge,"Celbridge, Kildare",All property types,All bedrooms,,False,False,False
1271.13,2020,1,2020H1,1,Kildare,Leinster,Clane,"Clane, Kildare",All property types,All bedrooms,,False,False,False
1232.46,2020,1,2020H1,1,Kildare,Leinster,Kilcock,"Kilcock, Kildare",All property types,All bedrooms,,False,False,False
1055.11,2020,1,2020H1,1,Kildare,Leinster,Kilcullen,"Kilcullen, Kildare",All property types,All bedrooms,,False,False,False
1408.16,2020,1,2020H1,1,Kildare,Leinster,Kill,"Kill, Kildare",All property types,All bedrooms,,False,False,False
1426.55,2020,1,2020H1,1,Kildare,Leinster,Leixlip,"Leixlip, Kildare",All property types,All bedrooms,,False,False,False
1587.97,2020,1,2020H1,1,Kildare,Leinster,Maynooth,"Maynooth, Kildare",All property types,All bedrooms,,False,False,False
991.99,2020,1,2020H1,1,Kildare,Leinster,Monasterevin,"Monasterevin, Kildare",All property types,All bedrooms,,False,False,False
1359.71,2020,1,2020H1,1,Kildare,Leinster,Naas,"Naas, Kildare",All property types,All bedrooms,,False,False,False
1137.9,2020,1,2020H1,1,Kildare,Leinster,Newbridge,"Newbridge, Kildare",All property types,All bedrooms,,False,False,False
1052.42,2020,1,2020H1,1,Kildare,Leinster,Rathangan,"Rathangan, Kildare",All property types,All bedrooms,,False,False,False
1265.58,2020,1,2020H1,1,Kildare,Leinster,Sallins,"Sallins, Kildare",All property types,All bedrooms,,False,False,False
860.2,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny,Kilkenny,All property types,All bedrooms,,False,False,True
983.4,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny City,Kilkenny City,All property types,All bedrooms,,False,False,False
832.04,2020,1,2020H1,1,Kilkenny,Leinster,Callan,"Callan, Kilkenny",All property types,All bedrooms,,False,False,False
903.56,2020,1,2020H1,1,Kilkenny,Leinster,Castlecomer,"Castlecomer, Kilkenny",All property types,All bedrooms,,False,False,False
758.26,2020,1,2020H1,1,Kilkenny,Leinster,Freshford,"Freshford, Kilkenny",All property types,All bedrooms,,False,False,False
841.19,2020,1,2020H1,1,Kilkenny,Leinster,Thomastown,"Thomastown, Kilkenny",All property types,All bedrooms,,False,False,False
879.96,2020,1,2020H1,1,Laois,Leinster,Laois,Laois,All property types,All bedrooms,,False,False,True
778.12,2020,1,2020H1,1,Laois,Leinster,Mountmellick,"Mountmellick, Laois",All property types,All bedrooms,,False,False,False
768.29,2020,1,2020H1,1,Laois,Leinster,Mountrath,"Mountrath, Laois",All property types,All bedrooms,,False,False,False
835.6,2020,1,2020H1,1,Laois,Leinster,Portarlington,"Portarlington, Laois",All property types,All bedrooms,,False,False,False
941.53,2020,1,2020H1,1,Laois,Leinster,Portlaoise,"Portlaoise, Laois",All property types,All bedrooms,,False,False,False
574.13,2020,1,2020H1,1,Leitrim,Connacht,Leitrim,Leitrim,All property types,All bedrooms,,False,False,True
616.0,2020,1,2020H1,1,Leitrim,Connacht,Carrick-On-Shannon,"Carrick-On-Shannon, Leitrim",All property types,All bedrooms,,False,False,False
509.35,2020,1,2020H1,1,Leitrim,Connacht,Manorhamilton,"Manorhamilton, Leitrim",All property types,All bedrooms,,False,False,False
993.0,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,All property types,All bedrooms,,False,False,True
1050.75,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,All property types,All bedrooms,,False,True,False
584.78,2020,1,2020H1,1,Limerick,Munster,Abbeyfeale,"Abbeyfeale, Limerick",All property types,All bedrooms,,False,False,False
1204.53,2020,1,2020H1,1,Limerick,Munster,Annacotty,"Annacotty, Limerick",All property types,All bedrooms,,False,False,False
1020.04,2020,1,2020H1,1,Limerick,Munster,Castleconnell,"Castleconnell, Limerick",All property types,All bedrooms,,False,False,False
1165.22,2020,1,2020H1,1,Limerick,Munster,Castletroy,"Castletroy, Limerick",All property types,All bedrooms,,False,False,False
1056.11,2020,1,2020H1,1,Limerick,Munster,Corbally,"Corbally, Limerick",All property types,All bedrooms,,False,False,False
890.1,2020,1,2020H1,1,Limerick,Munster,Dock Road,"Dock Road, Limerick",All property types,All bedrooms,,False,False,False
1114.0,2020,1,2020H1,1,Limerick,Munster,Dooradoyle,"Dooradoyle, Limerick",All property types,All bedrooms,,False,False,False
701.83,2020,1,2020H1,1,Limerick,Munster,Kilmallock,"Kilmallock, Limerick",All property types,All bedrooms,,False,False,False
693.09,2020,1,2020H1,1,Limerick,Munster,Newcastle West,"Newcastle West, Limerick",All property types,All bedrooms,,False,False,False
1154.9,2020,1,2020H1,1,Limerick,Munster,Raheen,"Raheen, Limerick",All property types,All bedrooms,,False,False,False
651.36,2020,1,2020H1,1,Longford,Leinster,Longford,Longford,All property types,All bedrooms,,False,False,True
671.1,2020,1,2020H1,1,Longford,Leinster,Longford Town,Longford Town,All property types,All bedrooms,,False,False,False
644.39,2020,1,2020H1,1,Longford,Leinster,Ballymahon,"Ballymahon, Longford",All property types,All bedrooms,,False,False,False
628.64,2020,1,2020H1,1,Longford,Leinster,Edgeworthstown,"Edgeworthstown, Longford",All property types,All bedrooms,,False,False,False
658.29,2020,1,2020H1,1,Longford,Leinster,Newtownforbes,"Newtownforbes, Longford",All property types,All bedrooms,,False,False,False
1064.46,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,All property types,All bedrooms,,False,False,True
989.19,2020,1,2020H1,1,Louth,Leinster,Ardee,"Ardee, Louth",All property types,All bedrooms,,False,False,False
1114.19,2020,1,2020H1,1,Louth,Leinster,Drogheda,"Drogheda, Louth",All property types,All bedrooms,,False,False,False
1027.28,2020,1,2020H1,1,Louth,Leinster,Dundalk,"Dundalk, Louth",All property types,All bedrooms,,False,False,False
676.38,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,All property types,All bedrooms,,False,False,True
640.3,2020,1,2020H1,1,Mayo,Connacht,Ballina,"Ballina, Mayo",All property types,All bedrooms,,False,False,False
590.14,2020,1,2020H1,1,Mayo,Connacht,Ballinrobe,"Ballinrobe, Mayo",All property types,All bedrooms,,False,False,False
564.0,2020,1,2020H1,1,Mayo,Connacht,Ballyhaunis,"Ballyhaunis, Mayo",All property types,All bedrooms,,False,False,False
555.02,2020,1,2020H1,1,Mayo,Connacht,Belmullet,"Belmullet, Mayo",All property types,All bedrooms,,False,False,False
729.81,2020,1,2020H1,1,Mayo,Connacht,Castlebar,"Castlebar, Mayo",All property types,All bedrooms,,False,False,False
582.29,2020,1,2020H1,1,Mayo,Connacht,Charlestown,"Charlestown, Mayo",All property types,All bedrooms,,False,False,False
681.93,2020,1,2020H1,1,Clare,Munster,Claremorris,"Claremorris, Mayo",All property types,All bedrooms,,False,False,False
617.32,2020,1,2020H1,1,Mayo,Connacht,Foxford,"Foxford, Mayo",All property types,All bedrooms,,False,False,False
554.4,2020,1,2020H1,1,Mayo,Connacht,Swinford,"Swinford, Mayo",All property types,All bedrooms,,False,False,False
794.3,2020,1,2020H1,1,Mayo,Connacht,Westport,"Westport, Mayo",All property types,All bedrooms,,False,False,False
1180.08,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,All property types,All bedrooms,,False,False,True
1339.43,2020,1,2020H1,1,Meath,Leinster,Ashbourne,"Ashbourne, Meath",All property types,All bedrooms,,False,False,False
958.16,2020,1,2020H1,1,Meath,Leinster,Athboy,"Athboy, Meath",All property types,All bedrooms,,False,False,False
1185.79,2020,1,2020H1,1,Meath,Leinster,Bettystown,"Bettystown, Meath",All property types,All bedrooms,,False,False,False
1408.18,2020,1,2020H1,1,Meath,Leinster,Clonee,"Clonee, Meath",All property types,All bedrooms,,False,False,False
1278.3,2020,1,2020H1,1,Meath,Leinster,Drogheda,"Drogheda, Meath",All property types,All bedrooms,,False,False,False
1106.47,2020,1,2020H1,1,Meath,Leinster,Duleek,"Duleek, Meath",All property types,All bedrooms,,False,False,False
1391.91,2020,1,2020H1,1,Meath,Leinster,Dunboyne,"Dunboyne, Meath",All property types,All bedrooms,,False,False,False
1370.72,2020,1,2020H1,1,Meath,Leinster,Dunshaughlin,"Dunshaughlin, Meath",All property types,All bedrooms,,False,False,False
1220.45,2020,1,2020H1,1,Meath,Leinster,Enfield,"Enfield, Meath",All property types,All bedrooms,,False,False,False
953.85,2020,1,2020H1,1,Meath,Leinster,Kells,"Kells, Meath",All property types,All bedrooms,,False,False,False
1164.26,2020,1,2020H1,1,Meath,Leinster,Laytown,"Laytown, Meath",All property types,All bedrooms,,False,False,False
1154.59,2020,1,2020H1,1,Meath,Leinster,Navan,"Navan, Meath",All property types,All bedrooms,,False,False,False
1381.25,2020,1,2020H1,1,Meath,Leinster,Ratoath,"Ratoath, Meath",All property types,All bedrooms,,False,False,False
1243.84,2020,1,2020H1,1,Meath,Leinster,Stamullen,"Stamullen, Meath",All property types,All bedrooms,,False,False,False
1087.63,2020,1,2020H1,1,Meath,Leinster,Trim,"Trim, Meath",All property types,All bedrooms,,False,False,False
671.65,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,All property types,All bedrooms,,False,False,True
560.93,2020,1,2020H1,1,Monaghan,Ulster,Ballybay,"Ballybay, Monaghan",All property types,All bedrooms,,False,False,False
738.75,2020,1,2020H1,1,Monaghan,Ulster,Carrickmacross,"Carrickmacross, Monaghan",All property types,All bedrooms,,False,False,False
666.68,2020,1,2020H1,1,Monaghan,Ulster,Castleblayney,"Castleblayney, Monaghan",All property types,All bedrooms,,False,False,False
679.56,2020,1,2020H1,1,Monaghan,Ulster,Monaghan Town,Monaghan Town,All property types,All bedrooms,,False,False,False
798.23,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,All property types,All bedrooms,,False,False,True
587.08,2020,1,2020H1,1,Offaly,Leinster,Banagher,"Banagher, Offaly",All property types,All bedrooms,,False,False,False
626.19,2020,1,2020H1,1,Offaly,Leinster,Birr,"Birr, Offaly",All property types,All bedrooms,,False,False,False
757.68,2020,1,2020H1,1,Offaly,Leinster,Clara,"Clara, Offaly",All property types,All bedrooms,,False,False,False
852.21,2020,1,2020H1,1,Offaly,Leinster,Edenderry,"Edenderry, Offaly",All property types,All bedrooms,,False,False,False
881.95,2020,1,2020H1,1,Offaly,Leinster,Tullamore,"Tullamore, Offaly",All property types,All bedrooms,,False,False,False
661.34,2020,1,2020H1,1,Roscommon,Connacht,Roscommon,Roscommon,All property types,All bedrooms,,False,False,True
714.86,2020,1,2020H1,1,Roscommon,Connacht,Roscommon Town,Roscommon Town,All property types,All bedrooms,,False,False,False
892.64,2020,1,2020H1,1,Roscommon,Connacht,Athlone,"Athlone, Roscommon",All property types,All bedrooms,,False,False,False
514.85,2020,1,2020H1,1,Roscommon,Connacht,Ballaghaderreen,"Ballaghaderreen, Roscommon",All property types,All bedrooms,,False,False,False
583.95,2020,1,2020H1,1,Roscommon,Connacht,Boyle,"Boyle, Roscommon",All property types,All bedrooms,,False,False,False
543.81,2020,1,2020H1,1,Roscommon,Connacht,Castlerea,"Castlerea, Roscommon",All property types,All bedrooms,,False,False,False
588.3,2020,1,2020H1,1,Roscommon,Connacht,Strokestown,"Strokestown, Roscommon",All property types,All bedrooms,,False,False,False
728.11,2020,1,2020H1,1,Sligo,Connacht,Sligo,Sligo,All property types,All bedrooms,,False,False,True
760.68,2020,1,2020H1,1,Sligo,Connacht,Sligo Town,Sligo Town,All property types,All bedrooms,,False,False,False
1029.31,2020,1,2020H1,1,Sligo,Connacht,Ballinode,"Ballinode, Sligo",All property types,All bedrooms,,False,False,False
706.16,2020,1,2020H1,1,Sligo,Connacht,Ballisodare,"Ballisodare, Sligo",All property types,All bedrooms,,False,False,False
593.83,2020,1,2020H1,1,Sligo,Connacht,Ballymote,"Ballymote, Sligo",All property types,All bedrooms,,False,False,False
705.49,2020,1,2020H1,1,Sligo,Connacht,Collooney,"Collooney, Sligo",All property types,All bedrooms,,False,False,False
927.85,2020,1,2020H1,1,Sligo,Connacht,Strandhill,"Strandhill, Sligo",All property types,All bedrooms,,False,False,False
629.37,2020,1,2020H1,1,Sligo,Connacht,Tubbercurry,"Tubbercurry, Sligo",All property types,All bedrooms,,False,False,False
701.74,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,All property types,All bedrooms,,False,False,True
625.32,2020,1,2020H1,1,Tipperary,Munster,Tipperary Town,Tipperary Town,All property types,All bedrooms,,False,False,False
943.26,2020,1,2020H1,1,Tipperary,Munster,Ballina,"Ballina, Tipperary",All property types,All bedrooms,,False,False,False
628.14,2020,1,2020H1,1,Tipperary,Munster,Cahir,"Cahir, Tipperary",All property types,All bedrooms,,False,False,False
715.59,2020,1,2020H1,1,Tipperary,Munster,Carrick-On-Suir,"Carrick-On-Suir, Tipperary",All property types,All bedrooms,,False,False,False
712.57,2020,1,2020H1,1,Tipperary,Munster,Cashel,"Cashel, Tipperary",All property types,All bedrooms,,False,False,False
765.96,2020,1,2020H1,1,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",All property types,All bedrooms,,False,False,False
694.95,2020,1,2020H1,1,Tipperary,Munster,Fethard,"Fethard, Tipperary",All property types,All bedrooms,,False,False,False
715.44,2020,1,2020H1,1,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",All property types,All bedrooms,,False,False,False
643.17,2020,1,2020H1,1,Tipperary,Munster,Roscrea,"Roscrea, Tipperary",All property types,All bedrooms,,False,False,False
598.11,2020,1,2020H1,1,Tipperary,Munster,Templemore,"Templemore, Tipperary",All property types,All bedrooms,,False,False,False
669.32,2020,1,2020H1,1,Tipperary,Munster,Thurles,"Thurles, Tipperary",All property types,All bedrooms,,False,False,False
803.58,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,All property types,All bedrooms,,False,False,True
833.83,2020,1,2020H1,1,Waterford,Munster,Waterford City,Waterford City,All property types,All bedrooms,,False,True,False
868.87,2020,1,2020H1,1,Waterford,Munster,Canada Street,"Canada Street, Waterford",All property types,All bedrooms,,False,False,False
971.36,2020,1,2020H1,1,Waterford,Munster,Castle Place,"Castle Place, Waterford",All property types,All bedrooms,,False,False,False
816.43,2020,1,2020H1,1,Cork,Munster,Cork Road,"Cork Road, Waterford",All property types,All bedrooms,,False,False,False
777.14,2020,1,2020H1,1,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",All property types,All bedrooms,,False,False,False
888.15,2020,1,2020H1,1,Waterford,Munster,Dunmore East,"Dunmore East, Waterford",All property types,All bedrooms,,False,False,False
